MoveIt! version 65804
Experiment unfurl
Running on ML003
Starting at 2023-Jun-23 13:47:58.866491
<<<|
|>>>
0 is the random seed
30 seconds per run
-1 MB per run
1.58049 seconds spent to collect the data
0 enum types
4 planners
rrtconnect
0 common properties
20 properties for each run
time REAL
success BOOLEAN
correct BOOLEAN
length REAL
machine_hostname VARCHAR(128)
machine_process_id BIGINT
machine_thread_id BIGINT
query_finish_time REAL
query_index INT
query_start_time REAL
query_timeout_trial INT
query_trial INT
request_group_name VARCHAR(128)
request_num_planning_attempts INT
request_planner_id VARCHAR(128)
request_planner_type VARCHAR(128)
robowflex_planner_name VARCHAR(128)
robowflex_robot_name VARCHAR(128)
smoothness REAL
waypoints INT
200 runs
0.00725; 0; 0; 0; ML003; 17722; 140548090627840; 0.0074440000000000001; 0; 0.000194; 0; 1; manipulator; 1; RRTConnectkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006569; 0; 0; 0; ML003; 17722; 140548082235136; 0.69084999999999996; 3; 0.68428100000000003; 0; 40; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006707; 0; 0; 0; ML003; 17722; 140548090627840; 0.69332499999999997; 3; 0.68661799999999995; 0; 41; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006589; 0; 0; 0; ML003; 17722; 140548099020544; 0.69479000000000002; 3; 0.68820099999999995; 0; 42; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007042; 0; 0; 0; ML003; 17722; 140548073842432; 0.69608400000000004; 3; 0.68904200000000004; 0; 43; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006879; 0; 0; 0; ML003; 17722; 140548082235136; 0.69778399999999996; 3; 0.69090499999999999; 0; 44; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007684; 0; 0; 0; ML003; 17722; 140548090627840; 0.70105899999999999; 3; 0.69337499999999996; 0; 45; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007193; 0; 0; 0; ML003; 17722; 140548099020544; 0.70202600000000004; 3; 0.69483300000000003; 0; 46; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007796; 0; 0; 0; ML003; 17722; 140548073842432; 0.70394500000000004; 3; 0.69614900000000002; 0; 47; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007041; 0; 0; 0; ML003; 17722; 140548082235136; 0.70489199999999996; 3; 0.697851; 0; 48; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006624; 0; 0; 0; ML003; 17722; 140548090627840; 0.707735; 3; 0.70111100000000004; 0; 49; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006713; 0; 0; 0; ML003; 17722; 140548099020544; 0.70879400000000004; 3; 0.70208099999999996; 0; 50; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006772; 0; 0; 0; ML003; 17722; 140548073842432; 0.71079000000000003; 3; 0.70401800000000003; 0; 51; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007056; 0; 0; 0; ML003; 17722; 140548082235136; 0.71200399999999997; 3; 0.70494800000000002; 0; 52; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006835; 0; 0; 0; ML003; 17722; 140548090627840; 0.71461699999999995; 3; 0.70778200000000002; 0; 53; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007334; 0; 0; 0; ML003; 17722; 140548099020544; 0.71617900000000001; 3; 0.70884499999999995; 0; 54; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006866; 0; 0; 0; ML003; 17722; 140548073842432; 0.717727; 3; 0.71086099999999997; 0; 55; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.00656; 0; 0; 0; ML003; 17722; 140548082235136; 0.71862300000000001; 3; 0.712063; 0; 56; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006523; 0; 0; 0; ML003; 17722; 140548090627840; 0.72118899999999997; 3; 0.71466600000000002; 0; 57; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006634; 0; 0; 0; ML003; 17722; 140548099020544; 0.72286099999999998; 3; 0.71622699999999995; 0; 58; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006731; 0; 0; 0; ML003; 17722; 140548073842432; 0.72452700000000003; 3; 0.71779599999999999; 0; 59; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006938; 0; 0; 0; ML003; 17722; 140548082235136; 0.72562099999999996; 3; 0.71868299999999996; 0; 60; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.00661; 0; 0; 0; ML003; 17722; 140548090627840; 0.72784899999999997; 3; 0.72123899999999996; 0; 61; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006769; 0; 0; 0; ML003; 17722; 140548099020544; 0.72967199999999999; 3; 0.72290299999999996; 0; 62; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.008152; 0; 0; 0; ML003; 17722; 140548073842432; 0.73274899999999998; 3; 0.72459700000000005; 0; 63; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007199; 0; 0; 0; ML003; 17722; 140548082235136; 0.73287400000000003; 3; 0.72567499999999996; 0; 64; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.008143; 0; 0; 0; ML003; 17722; 140548090627840; 0.73604099999999995; 3; 0.72789800000000004; 0; 65; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007021; 0; 0; 0; ML003; 17722; 140548073842432; 0.739846; 3; 0.73282499999999995; 0; 67; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.010479; 0; 0; 0; ML003; 17722; 140548099020544; 0.740201; 3; 0.72972199999999998; 0; 66; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006707; 0; 0; 0; ML003; 17722; 140548090627840; 0.74284700000000004; 3; 0.73614000000000002; 0; 69; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011609; 0; 0; 0; ML003; 17722; 140548082235136; 0.74463599999999996; 3; 0.73302699999999998; 0; 68; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006809; 0; 0; 0; ML003; 17722; 140548073842432; 0.74678; 3; 0.73997100000000005; 0; 70; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006848; 0; 0; 0; ML003; 17722; 140548090627840; 0.74977499999999997; 3; 0.742927; 0; 72; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011256; 0; 0; 0; ML003; 17722; 140548099020544; 0.75155499999999997; 3; 0.74029900000000004; 0; 71; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006977; 0; 0; 0; ML003; 17722; 140548073842432; 0.75385999999999997; 3; 0.74688299999999996; 0; 74; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011636; 0; 0; 0; ML003; 17722; 140548082235136; 0.75634599999999996; 3; 0.74470999999999998; 0; 73; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006913; 0; 0; 0; ML003; 17722; 140548090627840; 0.75675099999999995; 3; 0.749838; 0; 75; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006578; 0; 0; 0; ML003; 17722; 140548073842432; 0.76050700000000004; 3; 0.75392899999999996; 0; 77; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011542; 0; 0; 0; ML003; 17722; 140548099020544; 0.76316899999999999; 3; 0.75162700000000005; 0; 76; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007804; 0; 0; 0; ML003; 17722; 140548090627840; 0.76461999999999997; 3; 0.75681600000000004; 0; 79; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011052; 0; 0; 0; ML003; 17722; 140548082235136; 0.76746599999999998; 3; 0.75641400000000003; 0; 78; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007889; 0; 0; 0; ML003; 17722; 140548073842432; 0.76848700000000003; 3; 0.760598; 0; 80; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006836; 0; 0; 0; ML003; 17722; 140548090627840; 0.77150799999999997; 3; 0.76467200000000002; 0; 82; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011457; 0; 0; 0; ML003; 17722; 140548099020544; 0.77470499999999998; 3; 0.76324800000000004; 0; 81; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006866; 0; 0; 0; ML003; 17722; 140548073842432; 0.77542800000000001; 3; 0.76856199999999997; 0; 84; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007133; 0; 0; 0; ML003; 17722; 140548090627840; 0.77873599999999998; 3; 0.77160300000000004; 0; 85; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011835; 0; 0; 0; ML003; 17722; 140548082235136; 0.77939899999999995; 3; 0.76756400000000002; 0; 83; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.00736; 0; 0; 0; ML003; 17722; 140548073842432; 0.78284600000000004; 3; 0.77548600000000001; 0; 87; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006871; 0; 0; 0; ML003; 17722; 140548090627840; 0.78569299999999997; 3; 0.77882200000000001; 0; 88; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.01133; 0; 0; 0; ML003; 17722; 140548099020544; 0.786134; 3; 0.77480400000000005; 0; 86; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006411; 0; 0; 0; ML003; 17722; 140548073842432; 0.78930400000000001; 3; 0.78289299999999995; 0; 90; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011358; 0; 0; 0; ML003; 17722; 140548082235136; 0.79082799999999998; 3; 0.77947; 0; 89; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.00673; 0; 0; 0; ML003; 17722; 140548090627840; 0.79247599999999996; 3; 0.78574600000000006; 0; 91; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007429; 0; 0; 0; ML003; 17722; 140548073842432; 0.79677900000000002; 3; 0.78935; 0; 93; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011728; 0; 0; 0; ML003; 17722; 140548099020544; 0.79793199999999997; 3; 0.78620400000000001; 0; 92; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007927; 0; 0; 0; ML003; 17722; 140548090627840; 0.80049599999999999; 3; 0.79256899999999997; 0; 95; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011571; 0; 0; 0; ML003; 17722; 140548082235136; 0.80249400000000004; 3; 0.79092300000000004; 0; 94; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006613; 0; 0; 0; ML003; 17722; 140548073842432; 0.80349800000000005; 3; 0.79688499999999995; 0; 96; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006837; 0; 0; 0; ML003; 17722; 140548090627840; 0.80740999999999996; 3; 0.80057299999999998; 0; 98; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011247; 0; 0; 0; ML003; 17722; 140548099020544; 0.80925599999999998; 3; 0.79800899999999997; 0; 97; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011547; 0; 0; 0; ML003; 17722; 140548082235136; 0.81411699999999998; 3; 0.80257000000000001; 0; 99; manipulator; 1; RRTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
.
prm
0 common properties
20 properties for each run
time REAL
success BOOLEAN
correct BOOLEAN
length REAL
machine_hostname VARCHAR(128)
machine_process_id BIGINT
machine_thread_id BIGINT
query_finish_time REAL
query_index INT
query_start_time REAL
query_timeout_trial INT
query_trial INT
request_group_name VARCHAR(128)
request_num_planning_attempts INT
request_planner_id VARCHAR(128)
request_planner_type VARCHAR(128)
robowflex_planner_name VARCHAR(128)
robowflex_robot_name VARCHAR(128)
smoothness REAL
waypoints INT
200 runs
0.006977; 0; 0; 0; ML003; 17722; 140548073842432; 0.81052500000000005; 4; 0.80354800000000004; 0; 0; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.00732; 0; 0; 0; ML003; 17722; 140548090627840; 0.81477900000000003; 4; 0.80745900000000004; 0; 1; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006898; 0; 0; 0; ML003; 17722; 140548073842432; 0.81749499999999997; 4; 0.81059700000000001; 0; 3; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.01181; 0; 0; 0; ML003; 17722; 140548099020544; 0.82117099999999998; 4; 0.809361; 0; 2; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006612; 0; 0; 0; ML003; 17722; 140548090627840; 0.82148399999999999; 4; 0.81487200000000004; 0; 5; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006954; 0; 0; 0; ML003; 17722; 140548073842432; 0.82452300000000001; 4; 0.81756899999999999; 0; 6; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011929; 0; 0; 0; ML003; 17722; 140548082235136; 0.82611800000000002; 4; 0.81418900000000005; 0; 4; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007063; 0; 0; 0; ML003; 17722; 140548090627840; 0.82862100000000005; 4; 0.82155800000000001; 0; 8; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.008072; 0; 0; 0; ML003; 17722; 140548073842432; 0.83266799999999996; 4; 0.824596; 0; 9; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011612; 0; 0; 0; ML003; 17722; 140548099020544; 0.83287800000000001; 4; 0.82126600000000005; 0; 7; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006919; 0; 0; 0; ML003; 17722; 140548090627840; 0.83563799999999999; 4; 0.82871899999999998; 0; 11; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011477; 0; 0; 0; ML003; 17722; 140548082235136; 0.83769099999999996; 4; 0.826214; 0; 10; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007219; 0; 0; 0; ML003; 17722; 140548073842432; 0.83996099999999996; 4; 0.83274199999999998; 0; 12; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.009057; 0; 0; 0; ML003; 17722; 140548099020544; 0.84200799999999998; 4; 0.832951; 0; 13; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.00713; 0; 0; 0; ML003; 17722; 140548090627840; 0.84282800000000002; 4; 0.83569800000000005; 0; 14; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006738; 0; 0; 0; ML003; 17722; 140548082235136; 0.84452300000000002; 4; 0.837785; 0; 15; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007067; 0; 0; 0; ML003; 17722; 140548073842432; 0.84708799999999995; 4; 0.84002100000000002; 0; 16; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006911; 0; 0; 0; ML003; 17722; 140548099020544; 0.84897199999999995; 4; 0.84206099999999995; 0; 17; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007606; 0; 0; 0; ML003; 17722; 140548090627840; 0.85048199999999996; 4; 0.84287599999999996; 0; 18; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006977; 0; 0; 0; ML003; 17722; 140548082235136; 0.85157099999999997; 4; 0.84459399999999996; 0; 19; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006993; 0; 0; 0; ML003; 17722; 140548073842432; 0.85417299999999996; 4; 0.84718000000000004; 0; 20; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006822; 0; 0; 0; ML003; 17722; 140548099020544; 0.85586399999999996; 4; 0.84904199999999996; 0; 21; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006533; 0; 0; 0; ML003; 17722; 140548090627840; 0.85706400000000005; 4; 0.85053100000000004; 0; 22; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006836; 0; 0; 0; ML003; 17722; 140548082235136; 0.85847799999999996; 4; 0.85164200000000001; 0; 23; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006947; 0; 0; 0; ML003; 17722; 140548073842432; 0.86117699999999997; 4; 0.85423000000000004; 0; 24; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007679; 0; 0; 0; ML003; 17722; 140548099020544; 0.86358699999999999; 4; 0.855908; 0; 25; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007156; 0; 0; 0; ML003; 17722; 140548090627840; 0.86427100000000001; 4; 0.85711499999999996; 0; 26; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.008014; 0; 0; 0; ML003; 17722; 140548082235136; 0.866564; 4; 0.85855000000000004; 0; 27; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007443; 0; 0; 0; ML003; 17722; 140548073842432; 0.86868800000000002; 4; 0.86124500000000004; 0; 28; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006919; 0; 0; 0; ML003; 17722; 140548099020544; 0.87056299999999998; 4; 0.86364399999999997; 0; 29; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006901; 0; 0; 0; ML003; 17722; 140548090627840; 0.87122200000000005; 4; 0.86432100000000001; 0; 30; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006703; 0; 0; 0; ML003; 17722; 140548082235136; 0.87331899999999996; 4; 0.86661600000000005; 0; 31; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007166; 0; 0; 0; ML003; 17722; 140548073842432; 0.87591399999999997; 4; 0.86874799999999996; 0; 32; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006655; 0; 0; 0; ML003; 17722; 140548099020544; 0.87727200000000005; 4; 0.87061699999999997; 0; 33; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006747; 0; 0; 0; ML003; 17722; 140548090627840; 0.87804000000000004; 4; 0.87129299999999998; 0; 34; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007217; 0; 0; 0; ML003; 17722; 140548082235136; 0.88059299999999996; 4; 0.87337600000000004; 0; 35; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006759; 0; 0; 0; ML003; 17722; 140548073842432; 0.88273299999999999; 4; 0.87597400000000003; 0; 36; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006746; 0; 0; 0; ML003; 17722; 140548099020544; 0.88406200000000001; 4; 0.87731599999999998; 0; 37; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007191; 0; 0; 0; ML003; 17722; 140548090627840; 0.88527800000000001; 4; 0.87808699999999995; 0; 38; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006974; 0; 0; 0; ML003; 17722; 140548082235136; 0.88764100000000001; 4; 0.88066699999999998; 0; 39; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.0068; 0; 0; 0; ML003; 17722; 140548073842432; 0.88959100000000002; 4; 0.88279099999999999; 0; 40; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007589; 0; 0; 0; ML003; 17722; 140548099020544; 0.89169699999999996; 4; 0.884108; 0; 41; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006718; 0; 0; 0; ML003; 17722; 140548090627840; 0.89204399999999995; 4; 0.88532599999999995; 0; 42; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007959; 0; 0; 0; ML003; 17722; 140548082235136; 0.89567200000000002; 4; 0.88771299999999997; 0; 43; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007498; 0; 0; 0; ML003; 17722; 140548073842432; 0.89715999999999996; 4; 0.88966199999999995; 0; 44; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006947; 0; 0; 0; ML003; 17722; 140548099020544; 0.89869100000000002; 4; 0.89174399999999998; 0; 45; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006978; 0; 0; 0; ML003; 17722; 140548090627840; 0.89907899999999996; 4; 0.89210100000000003; 0; 46; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006924; 0; 0; 0; ML003; 17722; 140548082235136; 0.90267500000000001; 4; 0.89575099999999996; 0; 47; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006623; 0; 0; 0; ML003; 17722; 140548073842432; 0.90383400000000003; 4; 0.89721099999999998; 0; 48; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006632; 0; 0; 0; ML003; 17722; 140548099020544; 0.90537299999999998; 4; 0.89874100000000001; 0; 49; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006575; 0; 0; 0; ML003; 17722; 140548090627840; 0.90570099999999998; 4; 0.89912599999999998; 0; 50; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007122; 0; 0; 0; ML003; 17722; 140548082235136; 0.90985799999999994; 4; 0.90273599999999998; 0; 51; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006893; 0; 0; 0; ML003; 17722; 140548073842432; 0.91079900000000003; 4; 0.90390599999999999; 0; 52; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006563; 0; 0; 0; ML003; 17722; 140548099020544; 0.91198000000000001; 4; 0.90541700000000003; 0; 53; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
